text,label
"good way to keep the franchise going, craig is way better than Dalton and Brosnan",positive
Where are the gadgets? Invisible cars?,negative
Bond Re-Invented. Not Connery but a good run for his money. This guy will do Good things for the Bond Franchise!,positive
daniel craig...no appeal for the role of james bond,negative
As a stand alone film this is great-but it just doesn't feel like a Bond film.,negative
good reboot to the bond films. They were getting very rediculous and rebooting them was the best thing to do. I just hope we get to see Q and Moneypenny in the one after Quantum of Solace,positive
Sean Connery IS James Bond.,negative
"A great remake, better than the original",positive
"There is always going to be an outcry when dealing with characters or films that people hold dear to their heart. Some people have a thirty-some year bond with... um... Bond. So their hesitancy toward accepting a kickass action/intriguing spy flick. When you're in an abusive relationship, it's sometimes hard to break away from it. I'm not judging you if Die Another Day is your favorite film, but maybe you should take another look in the mirror. You can't say you fell down the stairs forever. That being said, Bond is blonde, get over it. Craig steps into the well-used spy shoes and breathes new invigorating life into the franchise. Campbell shapes a well-shot film from the first of Ian Flemming's books. Its biggest flaw is that it's a bit long, but if it did't set up the next in the series, Quantum of Solace wouldn't have been as awesome as it was. Casino Royale is exciting. http://thisguyoverhere.com/2006-films/casino-royale-2006/",positive
"Craig breathes invigorating new life into the franchise <a href=""http://thisguyoverhere.com/2006-films/casino-royale-2006/"">This Guy Over Here picks this as one of the Best Films of the 2000s</a>",positive
amazing James Bond Movie :),positive
The most faithful adaptation to the James Bond literature. Casino Royale can be a punch on the face for those used to the usual Bond movie.,negative
"Kind of a Bond reboot, but in a good way.",positive
"never seen a james bond being so confused, sensitive and stupid!",negative
Don't like Daniel Craig's Bond,negative
"I'm not a fan of the Bond films, but this revival and perhaps Daniel Craig changed my mind. I held off seeing this movie for a long time. Everyone was telling me how good it was, but 007 films were a no-no for me. The ones I'd seen previous to this hadn't really made much impact on me. Eventually though, I switched it on, and to my surprise, got sucked in. Craig is perfect as James Bond. Charming, tough and quirky. I found that I really liked him. The story of the movie is great, and often intense. The action is there big time. Some fantastic sequences. Plus, there's a big helping of bad guys and babes. Great movie. Too bad the sequel wasn't up to scratch.",positive
47minutes of watching uninteresting Cast play Poker. i didn't enjoy this film at all. the only reason why it was remotely bare able is because i have faith in Daniel Craig and believe he has potential to make a good James Bond. also the scene with the Airport was a good Classic Bond Sequence.,negative
Jaw dropping and explosive.,positive
"daniel craig sets a new high standard in the bond saga, best of the series, both for lead actor and movie overall",positive
"good, but the whole poker scene was boring.",negative
never liked james bond,negative
its hard to get used to the new bond but he does a good job!,positive
"Die Another Day was an embarrassment to the 007 lore. With this high-profile reboot, Daniel Craig brings a freshness and intensity to Bond not seen since Sean Connery in Goldfinger while keeping the core mechanics of the franchise intact.",positive
Loved this movie. It is by far the most accurate version of Ian Fleming's idea of James Bond. No gimicks or gadgets just strength and brains. Love it.,positive
"Great movie, more realistic than the other Bond films, with their stupid gadgets in them",positive
"When I found out that Daniel Craig would be Bond, I was disappointed. I just didnt see the fit. I must say that he did a good job and the movie was well done.",negative
"Not a fan of the new Bond, sorry...",negative
